onset	duration	sample	trial_type	response_time	stim_file	value
877.0920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
879.2900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
881.2460000000	n/a	n/a	Target Tone	n/a	n/a	S200
883.5140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
885.7540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
887.8340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
890.1160000000	n/a	n/a	Novel Tone	n/a	n/a	S202
979.1700000000	n/a	n/a	STATUS	n/a	n/a	S  7
979.2220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
980.2220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
981.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
982.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
983.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
984.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
985.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
986.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
987.2240000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
988.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
989.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
990.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
991.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
992.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
993.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
994.2260000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
995.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
996.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
997.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
998.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
999.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1000.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1001.2280000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1002.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1003.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1004.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1005.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1006.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1007.2300000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1008.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1009.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1010.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1011.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1012.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1013.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1014.2320000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1015.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1016.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1017.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1018.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1019.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1020.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1021.2340000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1022.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1023.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1024.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1025.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1026.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1027.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1028.2360000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1029.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1030.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1031.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1032.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1033.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1034.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1035.2380000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1036.2400000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1037.2400000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
1038.2400000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
1107.0140000000	n/a	n/a	STATUS	n/a	n/a	S  8
1107.0660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1108.0660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1109.0660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1110.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1111.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1112.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1113.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1114.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1115.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1116.0680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1117.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1118.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1119.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1120.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1121.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1122.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1123.0700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1124.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1125.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1126.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1127.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1128.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1129.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1130.0720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1131.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1132.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1133.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1134.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1135.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1136.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1137.0740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1138.0760000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1139.0760000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1140.0760000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1141.0760000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1142.0760000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1143.0760000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1144.0760000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1145.0780000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1146.0780000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1147.0780000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1148.0780000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1149.0780000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1150.0780000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1151.0780000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1152.0800000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1153.0800000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1154.0800000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1155.0800000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1156.0800000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1157.0800000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1158.0800000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1159.0820000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1160.0820000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1161.0820000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1162.0820000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1163.0820000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1164.0820000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1165.0840000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
1166.0840000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
1245.9920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1247.8260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1250.0380000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1252.0820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1253.9320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1255.8300000000	n/a	n/a	Target Tone	n/a	n/a	S200
1257.6460000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1259.8360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1261.8600000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1264.0320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1265.9580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1267.8260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1269.9280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1272.0540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1274.1200000000	n/a	n/a	Target Tone	n/a	n/a	S200
1276.0240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1278.1560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1280.3140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1282.4360000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1284.4220000000	n/a	n/a	Target Tone	n/a	n/a	S200
1286.3020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1288.2340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1290.1480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1292.0380000000	n/a	n/a	Target Tone	n/a	n/a	S200
1294.2940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1296.3620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1298.5500000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1300.7720000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1302.8140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1304.8760000000	n/a	n/a	Target Tone	n/a	n/a	S200
1306.7060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1308.5620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1310.5320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1312.6500000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1314.9620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1316.8120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1318.6480000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1320.8460000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1323.1120000000	n/a	n/a	Target Tone	n/a	n/a	S200
1325.1420000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1326.9860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1328.8580000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1331.0300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1333.1360000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1335.3200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1337.5260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1339.6260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1341.5820000000	n/a	n/a	Target Tone	n/a	n/a	S200
1343.6640000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1345.7620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1347.7100000000	n/a	n/a	Target Tone	n/a	n/a	S200
1349.8920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1352.1100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1354.1360000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1355.9980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1357.9220000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1359.7000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1361.4620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1363.7140000000	n/a	n/a	Target Tone	n/a	n/a	S200
1365.6620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1367.8100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1369.6280000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1371.6820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1373.8640000000	n/a	n/a	Target Tone	n/a	n/a	S200
1375.9180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1378.0580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1380.0300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1382.3080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1384.2720000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1386.5100000000	n/a	n/a	Target Tone	n/a	n/a	S200
1388.6140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1390.6120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1392.5940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1394.5980000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1396.9260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1399.1400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1400.9460000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1403.0740000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1405.2980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1407.2400000000	n/a	n/a	Target Tone	n/a	n/a	S200
1409.4700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1411.3880000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1413.4200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1415.1980000000	n/a	n/a	Target Tone	n/a	n/a	S200
1417.1780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1419.0480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1421.1380000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1423.1760000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1424.9760000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1426.9180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1428.7220000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1430.5320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1432.5860000000	n/a	n/a	Target Tone	n/a	n/a	S200
1434.4700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1436.5000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1438.7080000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1440.7000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1442.9700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1445.2160000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1447.3100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1449.5820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1451.6640000000	n/a	n/a	Target Tone	n/a	n/a	S200
1453.5000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1455.6900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1457.6840000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1459.5320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1461.4260000000	n/a	n/a	Target Tone	n/a	n/a	S200
1463.2260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1465.4240000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1467.4280000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1469.5940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1471.5020000000	n/a	n/a	Target Tone	n/a	n/a	S200
1473.3600000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1475.4580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1477.5660000000	n/a	n/a	Novel Tone	n/a	n/a	S202
1479.6480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1481.5580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1483.6900000000	n/a	n/a	Target Tone	n/a	n/a	S200
1485.8700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1488.0000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1489.9840000000	n/a	n/a	Standard Tone	n/a	n/a	S201
1491.8640000000	n/a	n/a	Novel Tone	n/a	n/a	S202
